Theodor-Heuss-Straße | from 21509749 → 265590631
Paulinenstraße | from 535221595 → 535221608
Jakobgasse | from 436620151 → 436620153
Sonnengasse | from 2605784094 → 436620153
Allee | from 2605784094 → 26780631
Hasengasse | from 436620161 → 436620163
Hasengasse | from 436620161 → 1765552291
Hasengasse | from 436620161 → 442694563
Jahnheide | from 440132893 → 714044375
Jahnheide | from 714044375 → 2775389420
['Grünewaldstraße', 'Jahnheide'] | from 714044375 → 2775389423
Jahnheide | from 714044375 → 440132893
Blumenstraße | from 445027979 → 1159668611
Am Sülmertor | from 535245618 → 719434344
Kreuzenstraße | from 535245618 → 2725213506
Im Fleischbeil | from 452168534 → 452168536
Marienburger Straße | from 3427564012 → 452168545
Edisonstraße | from 459264932 → 459264932
Edisonstraße | from 459264932 → 619535356
Bebelstraße | from 525781771 → 471116629
Gymnasiumstraße | from 471884874 → 13157483176
Gymnasiumstraße | from 471884874 → 750724901
Moltkestraße | from 2270839097 → 2270839098
Oststraße | from 2270839097 → 1225347516
Karlsruher Straße | from 973953902 → 973953846
Theresienstraße | from 973953902 → 1558545842
John-F.-Kennedy-Straße | from 1255490940 → 485083472
Turmstraße | from 2909890644 → 2909890654
Turmstraße | from 2909890644 → 619199095
Stresemannstraße | from 493175193 → 493175328
['Stresemannstraße', 'Goerdelerstraße'] | from 1145613972 → 493175328
Goerdelerstraße | from 1145613972 → 599983784
Goerdelerstraße | from 1145613972 → 599985169
Poststraße | from 496060372 → 523888858
Poststraße | from 496060372 → 1568040100
Sankt-Alban-Gassen | from 496060372 → 1568040212
Poststraße | from 523888858 → 423009859
Poststraße | from 523888858 → 496060372
Sankt-Alban-Gassen | from 1568040212 → 496060372
Industrieplatz | from 496286949 → 496286960
Industrieplatz | from 496286960 → 428174372
Salzstraße | from 496286960 → 21730332
Salzstraße | from 496286955 → 98081637
Industrieplatz | from 496286955 → 428174350
['Badstraße', 'Viehweide'] | from 518063307 → 1558545842
Neue Straße | from 518063307 → 1558545793
Pfühlstraße | from 519710552 → 1561447085
Unnamed | from 519710552 → 1159223729
Pfühlstraße | from 1159223729 → 1561447084
Unnamed | from 1159223729 → 519710471
Brückenstraße | from 770692766 → 522244855
Albertistraße | from 770692766 → 770692806
Richard-Becker-Straße | from 527847497 → 21777630
Richard-Becker-Straße | from 527847497 → 1561447071
Binswanger Straße | from 529834555 → 24344904
Binswanger Straße | from 529834555 → 529834550
Kirschengartenstraße | from 6259633191 → 1431701969
Kirschengartenstraße | from 6259633191 → 529834550
Luise-Bronner-Straße | from 6259633191 → 6259633189
Unnamed | from 534967478 → 21754778
Weinsberger Straße | from 534967478 → 534967479
Unnamed | from 534967479 → 25185331
Weinsberger Straße | from 534967479 → 5017043030
Weinsberger Straße | from 5017043030 → 5017043029
Unnamed | from 5017043030 → 25185331
Unnamed | from 535202388 → 535221878
Weinsberger Straße | from 535202388 → 535189041
Stuttgarter Straße | from 2276953331 → 21754742
Stuttgarter Straße | from 2286708130 → 825023822
Oststraße | from 535188960 → 1225347532
Karlstraße | from 535188960 → 1225347557
Karlstraße | from 1225347532 → 1225347516
Oststraße | from 1225347532 → 2270839098
Karlstraße | from 1225347557 → 1225347532
Karlstraße | from 1225347557 → 739963329
Weinsberger Straße | from 535189041 → 534972405
Oststraße | from 535189041 → 535221878
Oststraße | from 535189031 → 536673959
Oststraße | from 535221878 → 535188972
Oststraße | from 535189098 → 535189101
Lerchenstraße | from 535189098 → 1227186306
Lerchenstraße | from 1227186306 → 535189098
Lerchenstraße | from 1227186306 → 1227186314
Käferflugstraße | from 1558436919 → 535213858
Neckarsulmer Straße | from 1558436919 → 432825468
Käferflugstraße | from 1558436919 → 1431719930
Dammstraße | from 1558436873 → 684617609
Paulinenstraße | from 1558436873 → 1558436881
Burenstraße | from 535221771 → 21509893
Neckarsulmer Straße | from 535221771 → 1558436919
Am Sülmertor | from 719434344 → 535245618
Kreuzenstraße | from 2725213506 → 535245618
Kreuzenstraße | from 2725213506 → 427963950
Fügerstraße | from 535269769 → 428174355
Weipertstraße | from 535269769 → 5012388627
['Mannheimer Straße', 'Paula-Fuchs-Allee', 'Bleichinselbrücke'] | from 1556734000 → 8602759813
Europaplatz | from 1556734000 → 1556733977
Wollhausstraße | from 1227171582 → 1227171577
Oststraße | from 1227171582 → 535189098
Wollhausstraße | from 1227124947 → 1558997471
Wollhausstraße | from 1227124947 → 1227171582
Marienburger Straße | from 537111712 → 537111678
Marienburger Straße | from 537111712 → 537111712
Marienburger Straße | from 537111712 → 537111712
Käferflugstraße | from 1431733001 → 537863079
Friedrich-Ebert-Straße | from 1431733001 → 1431732976
Käferflugstraße | from 1431733001 → 1431732995
Friedrich-Ebert-Straße | from 537863091 → 24345193
Käferflugstraße | from 537863091 → 1431752376
Käferflugstraße | from 537863091 → 537863079
Käferflugstraße | from 1431752376 → 1431701935
Käferflugstraße | from 1431752376 → 537863091
Schickhardtstraße | from 1431752376 → 543681021
Bohnenbergerstraße | from 538344699 → 1431719921
Rauchstraße | from 1431719921 → 1431719922
Rauchstraße | from 1431719921 → 1431719916
Bohnenbergerstraße | from 1431719921 → 538344699
Neckarsulmer Straße | from 540170244 → 432825420
Binswanger Straße | from 540170244 → 540170247
Neckarsulmer Straße | from 943241375 → 21509927
Binswanger Straße | from 540170247 → 529834555
Erlenbacher Straße | from 543612728 → 1558436903
Erlenbacher Straße | from 543612728 → 543612732
['Kübelstraße', 'Hans-Schweiner-Straße'] | from 543612728 → 721563318
Erlenbacher Straße | from 1558436903 → 543612728
Im Breitenloch | from 1558436903 → 1431752271
Erlenbacher Straße | from 1558436903 → 1431752281
Schickhardtstraße | from 543681021 → 543681047
Schickhardtstraße | from 543681021 → 1431752376
Schickhardtstraße | from 543681021 → 694546589
Schickhardtstraße | from 543681047 → 543681021
Schickhardtstraße | from 694546589 → 694546591
Schickhardtstraße | from 694546589 → 1431752360
Schickhardtstraße | from 694546589 → 543681021
Georg-Vogel-Straße | from 559421395 → 712768139
Haigernstraße | from 561389310 → 561389318
Leonhardstraße | from 5115645897 → 569700350
Ludwigsburger Straße | from 5115645897 → 3361194802
Ludwigsburger Straße | from 5115645897 → 25104106
Frida-Schuhmacher-Straße | from 583238575 → 583238576
Frida-Schuhmacher-Straße | from 583238575 → 1524393200
Frida-Schuhmacher-Straße | from 583238575 → 583238574
Frida-Schuhmacher-Straße | from 583238576 → 1524393198
Frida-Schuhmacher-Straße | from 583238576 → 583238575
Frida-Schuhmacher-Straße | from 583238576 → 583238574
Kirchhausener Straße | from 1556688083 → 1025039190
Maihaldenstraße | from 1556688083 → 583331040
Maihaldenstraße | from 1556688083 → 1556688071
Kirchhausener Straße | from 1025039190 → 1556688083
Kirchhausener Straße | from 1025039190 → 1556688087
Unnamed | from 1025039190 → 583331040
Aiblinger Straße | from 585379679 → 585379676
Staffelweg | from 585379681 → 585379684
Tölzer Straße | from 585448227 → 585448223
Wimpfener Straße | from 597332866 → 712768176
Neckartalstraße | from 597332866 → 30956296
Goerdelerstraße | from 599983833 → 599983784
Goerdelerstraße | from 599985169 → 1145613972
Krumme Steige | from 606969159 → 1030983765
Eichendorffstraße | from 1252220994 → 614228218
Louis-Hentges-Straße | from 1252220994 → 1252220995
Eichendorffstraße | from 1252220994 → 1252221016
Jahnstraße | from 614228220 → 614228219
Eigenheimstraße | from 614228220 → 1252221076
Eigenheimstraße | from 614228220 → 1559022280
Jahnstraße | from 614228220 → 614228218
Jahnstraße | from 614228219 → 614228220
Stolzestraße | from 614228219 → 1243680839
Stolzestraße | from 614228219 → 1243680767
Louis-Hentges-Straße | from 1243680839 → 1559022261
Louis-Hentges-Straße | from 1243680839 → 1252221076
Stolzestraße | from 1243680839 → 1243680719
Stolzestraße | from 1243680839 → 614228219
Schmidbergstraße | from 1243680767 → 1559022280
Schmidbergstraße | from 1243680767 → 1559022279
Stolzestraße | from 1243680767 → 614228219
Stolzestraße | from 1243680767 → 1559022289
Louis-Hentges-Straße | from 1252221076 → 1243680839
Louis-Hentges-Straße | from 1252221076 → 1559022262
Eigenheimstraße | from 1252221076 → 614228220
Schmidbergstraße | from 1559022280 → 1252220862
Schmidbergstraße | from 1559022280 → 1243680767
Eigenheimstraße | from 1559022280 → 614228220
Wimpfener Straße | from 616766921 → 2505100572
Wimpfener Straße | from 616766921 → 1550333624
Wimpfener Straße | from 2505100572 → 616766936
Wimpfener Straße | from 2505100572 → 597332866
Wimpfener Straße | from 616766936 → 616848440
Wimpfener Straße | from 2505100576 → 2505100572
Wimpfener Straße | from 2505100576 → 616766921
Wimpfener Straße | from 616848442 → 616848450
Neckartalstraße | from 616848442 → 2505100569
Wimpfener Straße | from 616848450 → 616766936
Neckartalstraße | from 2505100569 → 597332866
Wimpfener Straße | from 2505100569 → 616848450
Gerberstraße | from 619199095 → 32693880
Hanns-Bauer-Straße | from 668588038 → 668588037
Hanns-Bauer-Straße | from 668588038 → 561046441
Hanns-Bauer-Straße | from 619256686 → 619256685
Hanns-Bauer-Straße | from 619256686 → 249857442
Edisonstraße | from 2436611357 → 619535356
Neckartalstraße | from 1524667210 → 712768134
Neckartalstraße | from 1524667210 → 621565375
Karl-Wüst-Straße | from 1554352314 → 432825501
Neckarsulmer Straße | from 1554352314 → 1026381909
Schaeuffelenstraße | from 629520817 → 1558436874
Sichererstraße | from 629520817 → 9140586459
Sichererstraße | from 9140586459 → 425684332
Sichererstraße | from 9140586459 → 629520817
Am Gesundbrunnen | from 1728178632 → 32863258
Saarlandstraße | from 1728178632 → 1728178540
Franz-Werfel-Straße | from 685532974 → 1045136301
Stefan-Zweig-Straße | from 685532997 → 704794931
Stefan-Zweig-Straße | from 704794931 → 685532997
Stefan-Zweig-Straße | from 704794931 → 685532999
Otto-Hahn-Straße | from 704794931 → 704794946
Stefan-Zweig-Straße | from 704794929 → 685532999
Saarlandstraße | from 691431362 → 1728178567
Saarbrückener Straße | from 691431362 → 1536878658
Heidelberger Straße | from 1728178567 → 29722687
Saarlandstraße | from 1728178567 → 29722688
Schickhardtstraße | from 694546591 → 694546589
Brackenheimer Straße | from 1417061420 → 1417061418
Schumannstraße | from 697070131 → 697070134
Bismarckstraße | from 700241252 → 1109291619
Bismarckstraße | from 700241252 → 535189031
Otto-Hahn-Straße | from 704794902 → 704794946
Otto-Hahn-Straße | from 704794946 → 704794944
Otto-Hahn-Straße | from 704794946 → 704794943
Otto-Hahn-Straße | from 704794946 → 704794902
Otto-Hahn-Straße | from 704794944 → 704794946
Sperlingsberg | from 1250302692 → 705029015
Sperlingsberg | from 1250302692 → 272049582
Kehrhüttenstraße | from 705037159 → 705037168
Rappengasse | from 705037226 → 705037216
Wimpfener Straße | from 2171034604 → 30647277
Neckartalstraße | from 1072721049 → 712768183
Georg-Vogel-Straße | from 1072721049 → 1072721318
Unnamed | from 712768177 → 31227329
Neckartalstraße | from 712768177 → 4042079186
Neckartalstraße | from 712768183 → 712768177
Limesstraße | from 5610241292 → 713844313
['Limesstraße', 'August-Mogler-Straße'] | from 5610241292 → 12657294303
Fasanenweg | from 5610241292 → 713583697
Jahnheide | from 2775389420 → 2775389423
Jahnheide | from 2775389420 → 714044375
Jahnheide | from 2775389420 → 2775389401
Horkheimer Straße | from 725549082 → 725549100
Horkheimer Straße | from 12551483700 → 12551483809
Horkheimer Straße | from 12551483700 → 725549100
Unnamed | from 731949872 → 2172103030
Saarlandstraße | from 731949872 → 2172103028
Römerstraße | from 2172103030 → 430871922
Saarlandstraße | from 2172103028 → 1728178741
Römerstraße | from 2172103028 → 2172103030
Gymnasiumstraße | from 2463727322 → 2463727321
Gottlieb-Daimler-Straße | from 761529489 → 761529492
Gottlieb-Daimler-Straße | from 761529489 → 1556734039
Gottlieb-Daimler-Straße | from 761529489 → 5210206952
Fügerstraße | from 761529492 → 2859281090
Gottlieb-Daimler-Straße | from 1556734039 → 5012388530
Fügerstraße | from 1556734039 → 761529492
Gottlieb-Daimler-Straße | from 1556734039 → 761529489
Gottlieb-Daimler-Straße | from 5210206952 → 5210206947
Gottlieb-Daimler-Straße | from 5210206952 → 761529489
Fügerstraße | from 2859281090 → 5012388527
['Karl-Nägele-Brücke', 'Fügerstraße'] | from 2859281090 → 3834511299
Am Wollhaus | from 767305812 → 1232804359
Am Wollhaus | from 767305812 → 25185475
Weststraße | from 768786412 → 973992372
Karl-Wüst-Straße | from 770692739 → 1554352314
Salzgrundstraße | from 770692784 → 1821954136
Salzgrundstraße | from 770692784 → 1191956574
Karl-Wüst-Straße | from 770692784 → 770692802
Austraße | from 12020330985 → 770692782
Austraße | from 12020330985 → 1607806306
Unnamed | from 12020330985 → 770692814
Salzgrundstraße | from 1821954136 → 770692784
Karl-Wüst-Straße | from 1821954136 → 26787281
Salzstraße | from 1550485949 → 770692802
Salzstraße | from 1550485949 → 2694343488
Karl-Wüst-Straße | from 1550485949 → 1821954136
Knorrstraße | from 773963957 → 1240298379
Knorrstraße | from 773963957 → 1305814642
Knorrstraße | from 1240298379 → 1240298394
Wilhelmstraße | from 1240298379 → 24950645
Kaulbachweg | from 1293240481 → 1293240381
Sontheimer Landwehr | from 1293240481 → 785861637
Sontheimer Landwehr | from 1293240481 → 1293240450
Saarlandstraße | from 800171276 → 21778691
Wittumweg | from 1568039988 → 803014303
Wittumweg | from 1568039988 → 1568039988
Wittumweg | from 1568039988 → 1568039988
Weststraße | from 807095608 → 973992425
Weststraße | from 807095608 → 973992368
Karlsruher Straße | from 973992425 → 973992368
Weststraße | from 973992425 → 768786412
Weststraße | from 973992425 → 973953926
Karlsruher Straße | from 973992368 → 973953841
Ernst-Jäckh-Straße | from 832624102 → 1431752303
Kirchstraße | from 2711175790 → 835352797
Kirchstraße | from 835352950 → 835352797
Kalistraße | from 868355776 → 1183810855
Kalistraße | from 868355776 → 1556734092
Im Zukunftspark | from 1183810855 → 1183810862
Kalistraße | from 1183810855 → 3834511299
Kalistraße | from 1183810855 → 868355776
Inselwiesenstraße | from 868356111 → 1183810862
